Name	Popularity	Year
DJ Got Us Fallin' In Love (feat. Pitbull)	78.0	2010.0
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song]	77.0	2010.0
Baby	76.0	2010.0
Airplanes (feat. Hayley Williams)	75.0	2010.0
Grenade	75.0	2010.0
Danza Kuduro	73.75	2010.0
Marry You	72.0	2010.0
I'm Yours	82.0	2008.0
Don't Stop The Music	76.0	2008.0
Chicken Fried	75.0	2008.0
Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007	74.0	2008.0
Llamado de Emergencia	71.0	2008.0
Poker Face	69.0	2008.0
Single Ladies (Put a Ring on It)	69.0	2008.0
No Me Doy Por Vencido	68.0	2008.0
Just Dance	67.0	2008.0
Suavemente	67.0	2008.0
Yummy	95.0	2020.0
Life Is Good (feat. Drake)	93.0	2020.0
Rare	88.0	2020.0
Good News	87.0	2020.0
You should be sad	86.0	2020.0
Eleven	83.0	2020.0
Morado	82.0	2020.0
Muévelo	82.0	2020.0
La Playa - Remix	79.0	2020.0
Me Gusta	79.0	2020.0
Yo Quisiera	70.0	2007.0
La rebelion	68.0	2007.0
Vuela, Vuela (Voyage, Voyage)	67.0	2007.0
Hoja En Blanco	65.0	2007.0
Mientes Tan Bien	65.0	2007.0
5 Letras	64.0	2007.0
Imagine	63.0	2007.0
Qué Vida la Mía	63.0	2007.0
No Te Veo - Digital Single	61.0	2007.0
Soy Igual Que Tú	61.0	2007.0
Ciega, Sordomuda	68.0	1998.0
Inevitable	68.0	1998.0
Vuelve	68.0	1998.0
Bongo Bong	66.0	1998.0
Tú	66.0	1998.0
Lost	62.0	1998.0
Mentirosa	62.0	1998.0
Tiburon	58.0	1998.0
Te Mentiría	56.0	1998.0
Nuestra Cancion	49.0	1998.0
Lloraras	64.0	1996.0
Reach (NBC Olympic Version)	45.0	1996.0
Coco Jamboo - Radio Version	18.0	1996.0
Real Love (Spanish)	15.0	1996.0
I Can't Live Without You	10.0	1996.0
About Last Night	0.0	1996.0
Bring Me Back	0.0	1996.0
Open Up Your Heart	0.0	1996.0
Rock 'N' Roll All Nite - Live	0.0	1996.0
Share This Moment	0.0	1996.0
Mambo No. 5 (a Little Bit of...)	76.0	1999.0
Say My Name	76.0	1999.0
The Next Episode	73.0	1999.0
You Got Me	65.0	1999.0
Amante Bandido	55.0	1999.0
La Rosa De Los Vientos	54.0	1999.0
Vivir Sin Aire - Unplugged	53.0	1999.0
Llegó la Cripta	51.0	1999.0
Siempre Peligroso - feat. Fermin IV Caballero of Control Machete	50.0	1999.0
Yo Quiero Fumar (I Wanna Get High) - Spanish Edit	50.0	1999.0
Bad Romance	78.0	2009.0
Fireflies	78.0	2009.0
Down	76.0	2009.0
Secrets	76.0	2009.0
Colgando en tus manos (con Marta Sánchez)	74.0	2009.0
Yo No Sé Mañana	74.0	2009.0
Party In The U.S.A.	73.0	2009.0
Replay	73.0	2009.0
Rude Boy	72.0	2009.0
El Malo	71.0	2009.0
Insane in the Brain	70.0	1993.0
Suave	68.0	1993.0
Mirala Miralo	61.0	1993.0
Con los Años Que Me Quedan	60.0	1993.0
Macarena	58.0	1993.0
Mi Tierra	55.0	1993.0
Hoy - Spanish Version	51.0	1993.0
Mi Buen Amor	48.0	1993.0
Ayer	45.0	1993.0
Tus Ojos	40.0	1993.0
Gangsta's Paradise	80.0	1995.0
Estoy Aquí	64.0	1995.0
Donde Estas Corazon	62.0	1995.0
Pa' Mayté	60.0	1995.0
La Tierra del Olvido	58.0	1995.0
Piel Morena	58.0	1995.0
Cotton Eye Joe	57.0	1995.0
Abriendo Puertas	44.0	1995.0
Azúcar Amargo	43.0	1995.0
Tres Deseos (Three Wishes)	37.0	1995.0
Hacer El Amor Con Otro	66.0	1991.0
Rica y Apretadita (feat. Anayka)	60.0	1991.0
Spring Love	49.0	1991.0
I Wanna Be the One	46.0	1991.0
Dreamin' of Love	41.0	1991.0
Party Your Body	36.0	1991.0
Latin Lingo	35.0	1991.0
Coming Out of the Dark	33.0	1991.0
Tres Equis	31.0	1991.0
Together Forever	24.0	1991.0
Tu Cariñito	65.0	2000.0
Un Montón De Estrellas	61.0	2000.0
Arrasando	54.0	2000.0
Como Me Duele Perderte	53.0	2000.0
Inevitable - En Vivo	53.0	2000.0
Let The Music Play	53.0	2000.0
Perfidia	45.0	2000.0
Give Me Tonight	44.0	2000.0
No Me Dejes de Querer	36.0	2000.0
Por un Beso	31.0	2000.0
Turn the Beat Around	42.0	1994.0
It's Too Late	34.0	1994.0
Hold Me, Thrill Me, Kiss Me	33.0	1994.0
Then Came You	16.0	1994.0
Chase	0.0	1994.0
Crimes Of love	0.0	1994.0
Girl You Hear me Crying	0.0	1994.0
If Ever	0.0	1994.0
Just Like The Wind (94 Flava)	0.0	1994.0
Some Kind Of Love	0.0	1994.0
Otro Día Más Sin Verte	62.0	1992.0
Vivir Sin Aire	60.0	1992.0
Provócame	50.0	1992.0
Good Riddance (Time of Your Life)	75.0	1997.0
Corazón partío	74.0	1997.0
En El Muelle De San Blas	72.0	1997.0
Tiene Espinas El Rosal	69.0	1997.0
Carrying Your Love With Me	62.0	1997.0
Comprendes, Mendes?	60.0	1997.0
Tiburon	57.0	1997.0
El Taqui Taqui - Original Mix	54.0	1997.0
Guallando	53.0	1997.0
Soy Chingon	41.0	1997.0
Tabaco Y Chanel	68.0	2001.0
Amores extraños - Versión 2001	65.0	2001.0
El Duelo (feat. Ely Guerra)	65.0	2001.0
En La Cama (feat. Daddy Yankee)	65.0	2001.0
Me haces bien	65.0	2001.0
Macarena - Bayside Boys Remix	62.0	2001.0
La soledad - Versión 2001	60.0	2001.0
Me Liberé	59.0	2001.0
Carito	57.0	2001.0
Return of the Tres	51.0	2001.0
Life is a Highway	72.0	2006.0
Mis Ojos Lloran Por Ti	71.0	2006.0
Bendita Tu Luz	69.0	2006.0
Caraluna	69.0	2006.0
Ojitos Chiquitos	68.0	2006.0
Bandoleros	67.0	2006.0
Qué Precio Tiene el Cielo - Salsa Version	67.0	2006.0
Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres) - MTV Unplugged Version	67.0	2006.0
Sensacion Del Bloque	66.0	2006.0
El Telefono	65.0	2006.0
Obsesion	73.0	2002.0
Es Por Tí	72.0	2002.0
Mi primer millon	69.0	2002.0
Fotografía	67.0	2002.0
Así Es la Vida	66.0	2002.0
Azul	65.0	2002.0
En el 2000	63.0	2002.0
Get Busy	61.0	2002.0
Baby Boy (feat. Beyoncé )	58.0	2002.0
De la Noche a la Mañana	54.0	2002.0
Hey Ya!	78.0	2003.0
Crazy In Love (feat. Jay-Z)	75.0	2003.0
Pa' Que Retozen	71.0	2003.0
Andar Conmigo	69.0	2003.0
Collide - Acoustic Version	69.0	2003.0
Dale Don Dale	67.0	2003.0
Lento	66.0	2003.0
Hay Algo en Ti	59.0	2003.0
Dembow	58.0	2003.0
Métele Sazón	58.0	2003.0
Hips Don't Lie (feat. Wyclef Jean)	80.0	2005.0
Better Together	75.0	2005.0
Ella Y Yo - Featuring Don Omar	74.0	2005.0
Atrévete-Te-Te	73.0	2005.0
Banana Pancakes	71.0	2005.0
La Botella	67.0	2005.0
La Boda	66.0	2005.0
Mírala Bien	64.0	2005.0
Rompe	64.0	2005.0
Ella Se Fue	60.0	2005.0
Abrázame Muy Fuerte	72.0	1990.0
Rayando El Sol	68.0	1990.0
Qué Hay de Malo	65.0	1990.0
Oiga, Mire, Vea	64.0	1990.0
Conga	60.0	1990.0
Tiempo De Vals	58.0	1990.0
Cada Dia Que Pasa	55.0	1990.0
Completamente Enamorados	54.0	1990.0
La Raza	51.0	1990.0
Eternamente Bella	48.0	1990.0
Yeah! (feat. Lil Jon & Ludacris)	79.0	2004.0
Lo Que Pasó, Pasó	73.0	2004.0
Since U Been Gone	72.0	2004.0
Tu Amor Me Hace Bien - Salsa Version	69.0	2004.0
Tu Príncipe	69.0	2004.0
Yo Voy (feat. Daddy Yankee)	66.0	2004.0
Turn Me On	65.0	2004.0
Amiga mía	64.0	2004.0
Breakaway	64.0	2004.0
Al Natural (feat. Yandel)	63.0	2004.0
La Incondicional	75.0	1988.0
Culpable O No - Miénteme Como Siempre	73.0	1988.0
Tell It to My Heart	65.0	1988.0
The Promise	63.0	1988.0
Fría Como El Viento	61.0	1988.0
It Takes Two	54.0	1988.0
Catch Me (I'm Falling)	46.0	1988.0
Silent Morning	43.0	1988.0
Dreamin'	42.0	1988.0
Say It's Gonna Rain	37.0	1988.0
1-2-3 - Single Version	37.0	1984.0
Everlasting Love	36.0	1984.0
P.Y.T. (Pretty Young Thing)	71.0	1982.0
Amarillo By Morning	66.0	1982.0
Ojos Chinos	55.0	1982.0
Danger	48.0	1982.0
We Are Family	71.0	1979.0
Brujeria	55.0	1979.0
Apache - 45 Version	42.0	1981.0
Dancing Queen	72.0	1976.0
Ahora Te Puedes Marchar	77.0	1987.0
Point of No Return	48.0	1987.0
Can't Stay Away from You	47.0	1987.0
Diamond Girl	45.0	1987.0
Come Go with Me	43.0	1987.0
Exposed To Love	30.0	1987.0
Sweet Caroline	20.0	1987.0
Rhythm Is Gonna Get You	1.0	1987.0
One Way Love	0.0	1987.0
Two of Hearts	54.0	1986.0
Point of No Return	38.0	1986.0
For Tonight	30.0	1986.0
Reincarnation	26.0	1986.0
Livin' On A Prayer	24.0	1986.0
Boogie Down Bronx	33.0	1983.0
Remember What You Like	19.0	1983.0
I Wonder If I Take You Home	51.0	1985.0
Words Get in the Way	45.0	1985.0
Head to Toe	44.0	1985.0
Anything for You	40.0	1985.0
I See Your Smile	34.0	1985.0
Can You Feel the Beat	0.0	1985.0
Love Shack	69.0	1989.0
Mujeres	68.0	1989.0
Don't Wanna Lose You	52.0	1989.0
Get on Your Feet	44.0	1989.0
Here We Are	43.0	1989.0
Mentirosa	42.0	1989.0
Cuts Both Ways	41.0	1989.0
Wake Up	41.0	1989.0
Oye Mi Canto - Single Version	38.0	1989.0
(You're My One And Only) True Love	30.0	1989.0
My Girl	26.0	1965.0
Blinding Lights	98.0	2019.0
Memories	98.0	2019.0
The Box	98.0	2019.0
Tusa	98.0	2019.0
Don't Start Now	97.0	2019.0
everything i wanted	97.0	2019.0
RITMO (Bad Boys For Life)	96.0	2019.0
bad guy	95.0	2019.0
HIGHEST IN THE ROOM	94.0	2019.0
My Oh My (feat. DaBaby)	94.0	2019.0
Falling	97.0	2018.0
Happier	89.0	2018.0
lovely (with Khalid)	89.0	2018.0
Shallow	88.0	2018.0
Without Me	88.0	2018.0
rockstar (feat. 21 Savage)	88.0	2018.0
Better Now	87.0	2018.0
SAD!	87.0	2018.0
SICKO MODE	87.0	2018.0
Sweet but Psycho	87.0	2018.0
Jocelyn Flores	86.0	2017.0
idontwannabeyouanymore	85.0	2017.0
ocean eyes	85.0	2017.0
HUMBLE.	84.0	2017.0
I Like Me Better	83.0	2017.0
New Rules	83.0	2017.0
Young Dumb & Broke	83.0	2017.0
Chanel	82.0	2017.0
IDGAF	82.0	2017.0
Location	82.0	2017.0
Closer (feat. Halsey)	85.0	2016.0
Say You Won't Let Go	85.0	2016.0
Congratulations	84.0	2016.0
Starboy	84.0	2016.0
Good as Hell	83.0	2016.0
That's What I Like	82.0	2016.0
Can I Be Him	78.0	2016.0
Nights	78.0	2016.0
Cheap Thrills	77.0	2016.0
Formation	77.0	2016.0
Jealous	79.0	2014.0
Say Something	78.0	2014.0
Wet Dreamz	78.0	2014.0
Not About Angels	75.0	2014.0
I Mean It (feat. Remo)	74.0	2014.0
7/11	71.0	2014.0
Partition	71.0	2014.0
Post to Be (feat. Chris Brown & Jhene Aiko)	70.0	2014.0
Apparently	69.0	2014.0
Shake It Off	68.0	2014.0
Feels Like We Only Go Backwards	75.0	2012.0
Thinkin Bout You	75.0	2012.0
You Said You'd Grow Old With Me	71.0	2012.0
The Morning	70.0	2012.0
Beneath Your Beautiful	69.0	2012.0
Read All About It, Pt. III	68.0	2012.0
Lost	67.33333333333333	2012.0
m.A.A.d city	67.0	2012.0
Money Trees	66.0	2012.0
Forrest Gump	65.0	2012.0
Love Yourself	83.0	2015.0
Don't	80.0	2015.0
Exchange	79.0	2015.0
Wait a Minute!	78.0	2015.0
Sunset Lover	77.0	2015.0
Tennessee Whiskey	77.0	2015.0
Weekend (feat. Miguel)	77.0	2015.0
Lay Me Down	76.0	2015.0
Lost Boy	76.0	2015.0
Often	76.0	2015.0
All of Me	85.0	2013.0
Royals	78.0	2013.0
Blurred Lines	76.0	2013.0
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix	73.0	2013.0
So Good At Being in Trouble	68.0	2013.0
Chum	67.0	2013.0
It Won't Stop (feat. Chris Brown)	66.0	2013.0
You're Not Good Enough	63.0	2013.0
Hannah Hunt	62.0	2013.0
The Mother We Share	61.0	2013.0
Marvins Room	74.0	2011.0
Midnight City	71.0	2011.0
Novacane	71.0	2011.0
Take Care	71.0	2011.0
Holocene	70.0	2011.0
Turning Tables	66.0	2011.0
Swim Good	65.0	2011.0
She (Featuring Frank Ocean)	64.0	2011.0
I Follow Rivers	62.0	2011.0
Wildfire	62.0	2011.0
Just the Way You Are	80.0	2010.0
All Of The Lights	75.0	2010.0
My Chick Bad	65.0	2010.0
Sprawl II (Mountains Beyond Mountains)	63.0	2010.0
All I Want Is You (feat. J. Cole)	62.0	2010.0
Dancing On My Own	61.0	2010.0
Man Down	59.0	2010.0
Mi Mujer	59.0	2010.0
Round And Round	57.0	2010.0
Helicopter	56.0	2010.0
Halo	77.0	2008.0
Live Your Life (feat. Rihanna)	74.0	2008.0
A Milli	73.0	2008.0
Broken Strings	70.0	2008.0
If I Were a Boy	68.0	2008.0
It Was A Good Day	60.0	2008.0
I Wanna Know	58.0	2008.0
sobeautiful	58.0	2008.0
Green Light (feat. André 3000)	57.0	2008.0
Melt My Heart to Stone	57.0	2008.0
Yummy	95.0	2020.0
Life Is Good (feat. Drake)	93.0	2020.0
Good News	87.0	2020.0
You should be sad	86.0	2020.0
Lose You To Love Me	85.0	2020.0
Eleven	83.0	2020.0
Morado	82.0	2020.0
Muévelo	82.0	2020.0
Rare	80.5	2020.0
Vulnerable	80.0	2020.0
Bubbly	71.0	2007.0
How Do I Breathe	69.0	2007.0
Bed	67.0	2007.0
Valerie - Live At BBC Radio 1 Live Lounge, London / 2007	65.0	2007.0
Can't Help but Wait	62.0	2007.0
Same Girl (with Usher)	60.0	2007.0
Lesson Learned (feat. John Mayer)	57.0	2007.0
Never Would Have Made It	55.0	2007.0
Bartender (feat. Akon)	54.0	2007.0
Circle	51.0	2007.0
My Love Is Your Love	67.0	1998.0
The Boy Is Mine	66.0	1998.0
So Into You	64.0	1998.0
Love Like This	63.0	1998.0
Have You Ever	60.0	1998.0
SpottieOttieDopaliscious	60.0	1998.0
Sweet Lady	59.0	1998.0
It's All About Me	58.0	1998.0
Beauty	57.0	1998.0
Anywhere	53.0	1998.0
No Diggity	76.0	1996.0
Killing Me Softly With His Song	74.0	1996.0
Return of the Mack	72.0	1996.0
How Do You Want It	66.0	1996.0
Ascension (Don't Ever Wonder)	65.0	1996.0
Twisted	63.0	1996.0
2 Of Amerikaz Most Wanted	62.0	1996.0
Nobody (feat. Athena Cage)	62.0	1996.0
Can't You See (feat. The Notorious B.I.G.)	61.0	1996.0
Every Time I Close My Eyes (with Mariah Carey, Kenny G & Sheila E.)	61.0	1996.0
No Scrubs	79.0	1999.0
Say My Name	73.0	1999.0
Pony	72.0	1999.0
Back At One	71.0	1999.0
Forgot About Dre	71.0	1999.0
I Try	71.0	1999.0
Jumpin', Jumpin'	70.0	1999.0
Maria Maria (feat. The Product G&B) - Radio Mix	66.0	1999.0
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)"	60.0	1999.0
I Don't Wanna	59.0	1999.0
Obsessed	67.0	2009.0
Knock You Down	65.0	2009.0
Whole Wide World	63.0	2009.0
Chasing Pirates	59.0	2009.0
Pretty Wings - uncut	58.0	2009.0
I Saw Mommy Kissing Santa Claus	57.0	2009.0
Never Forget You	56.0	2009.0
After the Storm	54.0	2009.0
Just Ain't Gonna Work Out	51.0	2009.0
Honey Dove	50.0	2009.0
C.R.E.A.M.	72.0	1993.0
Gin And Juice (feat. Dat Nigga Daz)	72.0	1993.0
Who Am I (What's My Name)?	70.0	1993.0
Protect Ya Neck	66.0	1993.0
Proud Mary	66.0	1993.0
Wu-Tang Clan Aint Nuthing ta F' Wit	66.0	1993.0
That's The Way Love Goes	65.0	1993.0
If You Love Me	62.0	1993.0
Method Man	60.0	1993.0
Knockin' da Boots	59.0	1993.0
Always Be My Baby	73.0	1995.0
Fantasy	71.0	1995.0
One Sweet Day	68.0	1995.0
Tell Me	63.0	1995.0
Never Knew Love Like This Before	62.0	1995.0
Candy Rain	59.0	1995.0
Bucktown	58.0	1995.0
You Used to Love Me	58.0	1995.0
Soon as I Get Home	57.0	1995.0
Freak Like Me	56.0	1995.0
Remember the Time	69.0	1991.0
Black or White	66.0	1991.0
Emotions	63.0	1991.0
I Love Your Smile	59.0	1991.0
I Wanna Sex You Up - Single Mix	58.0	1991.0
Breakin' My Heart (Pretty Brown Eyes)	57.0	1991.0
Good Vibrations	57.0	1991.0
Motownphilly	57.0	1991.0
Dangerous	56.0	1991.0
Try Me	56.0	1991.0
Ms. Jackson	77.0	2000.0
He Wasn't Man Enough	65.0	2000.0
I Wanna Know	64.0	2000.0
Didn't Cha Know	62.0	2000.0
Shackles (Praise You)	60.0	2000.0
A Long Walk	54.0	2000.0
Love	54.0	2000.0
Case Of The Ex (Whatcha Gonna Do)	53.0	2000.0
Girls Dem Sugar	53.0	2000.0
Send It On	53.0	2000.0
All I Want for Christmas Is You	90.0	1994.0
Waterfalls	71.0	1994.0
Creep	66.0	1994.0
I Swear	66.0	1994.0
Smooth Operator - Single Version	66.0	1994.0
I'll Make Love To You	63.0	1994.0
I Wanna Be Down	60.0	1994.0
The World Is Yours	60.0	1994.0
Groove Me	59.0	1994.0
Before I Let You Go	57.0	1994.0
It Was A Good Day	74.0	1992.0
I Have Nothing	73.0	1992.0
Jump	66.0	1992.0
Weak	66.0	1992.0
I'm So Into You	62.0	1992.0
Don't Walk Away	61.0	1992.0
They Reminisce Over You (T.R.O.Y.)	60.0	1992.0
Right Here - Human Nature Radio Mix	59.0	1992.0
Freak Me	58.0	1992.0
What About Your Friends	58.0	1992.0
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster	72.0	1997.0
All My Life	70.0	1997.0
Gettin' Jiggy Wit It	70.0	1997.0
Chan Chan	67.0	1997.0
Together Again	67.0	1997.0
You Make Me Wanna...	67.0	1997.0
Too Close	64.0	1997.0
Got 'Til It's Gone	63.0	1997.0
Nice & Slow	63.0	1997.0
Triumph (feat. Cappadonna)	63.0	1997.0
U Remind Me	73.0	2001.0
What's Luv? (feat. Ja-Rule & Ashanti)	72.0	2001.0
Let Me Blow Ya Mind	71.0	2001.0
Family Affair	70.0	2001.0
Get Ur Freak On	70.0	2001.0
U Got It Bad	70.0	2001.0
Where the Party At (feat. Nelly)	67.0	2001.0
Can We Talk	66.0	2001.0
Peaches and Cream	66.0	2001.0
7 Days	62.5	2001.0
Put Your Records On	75.0	2006.0
Gravity	74.0	2006.0
Waiting On the World to Change	74.0	2006.0
Rehab	73.0	2006.0
Me & U	72.0	2006.0
I Wanna Love You	70.0	2006.0
When I See U	68.0	2006.0
Shortie Like Mine	67.0	2006.0
Ice Box	63.0	2006.0
Like A Star	63.0	2006.0
Foolish	71.0	2002.0
Hot In Herre	71.0	2002.0
Work It	70.0	2002.0
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix	65.0	2002.0
Oh Boy	65.0	2002.0
Don't Mess With My Man (feat. Brian Casey & Brandon Casey)	64.0	2002.0
Mesmerize	62.5	2002.0
Happy	62.0	2002.0
Just a Friend 2002 - Radio Edit	62.0	2002.0
Get Busy	61.0	2002.0
If I Ain't Got You	78.0	2003.0
P.I.M.P.	74.0	2003.0
In Da Club	71.0	2003.0
Ignition - Remix	70.0	2003.0
21 Questions	69.0	2003.0
Daughters	68.0	2003.0
Right Thurr	67.0	2003.0
So Gone	67.0	2003.0
The Blower's Daughter	67.0	2003.0
Me, Myself and I	66.0	2003.0
Feeling Good	70.0	2005.0
Love	68.0	2005.0
I'm Sprung	67.0	2005.0
"Slow Down - 12"" Version"	67.0	2005.0
Don't Cha	66.0	2005.0
Grind with Me	66.0	2005.0
I Need a Girl (Pt. One) (feat. Usher & Loon)	64.0	2005.0
Come and Talk to Me - Remix	60.0	2005.0
1 Thing	59.0	2005.0
Peaches & Cream (feat. P. Diddy)	57.0	2005.0
This Christmas	75.0	1990.0
U Can't Touch This	71.0	1990.0
Poison	66.0	1990.0
Step by Step	61.0	1990.0
Feels Good	58.0	1990.0
Hold On	58.0	1990.0
It Takes Two	56.0	1990.0
Let's Chill	55.0	1990.0
She's Playing Hard To Get	55.0	1990.0
I Like The Way	54.0	1990.0
My Boo	77.0	2004.0
One, Two Step	74.0	2004.0
Let Me Love You	72.66666666666667	2004.0
I'll Be Missing You (feat. 112)	71.0	2004.0
Hollaback Girl	69.0	2004.0
Confessions Part II - Confessions Special Edition Version	67.0	2004.0
Drop It Like It's Hot	67.0	2004.0
I Need a Girl, Pt. 2 (feat. Loon, Ginuwine & Mario Winans)	67.0	2004.0
Burn - Confession Special Edition Version	66.0	2004.0
Bump, Bump, Bump	65.0	2004.0
Can You Stand The Rain	61.0	1988.0
Straight Up	59.0	1988.0
If It Isn't Love	57.0	1988.0
Love Is Stronger Than Pride	56.0	1988.0
Superwoman	54.0	1988.0
You Got It (The Right Stuff)	54.0	1988.0
Cold Hearted	53.0	1988.0
Every Little Step	53.0	1988.0
Piece Of My Love	52.0	1988.0
Nite and Day	51.0	1988.0
When Doves Cry	70.0	1984.0
Let's Go Crazy	61.0	1984.0
Your Love Is King	61.0	1984.0
I Would Die 4 U	60.0	1984.0
Corona	53.0	1984.0
Take Me with U	49.0	1984.0
River's Island	40.0	1984.0
Riverside Hotel	32.0	1984.0
Little Piece of My Heart	29.0	1984.0
君のハートはマリンブルー	26.0	1984.0
1999	68.0	1982.0
On The Wings Of Love	57.0	1982.0
You Dropped A Bomb On Me	56.0	1982.0
Atomic Dog	51.0	1982.0
Delirious	49.0	1982.0
Jungle Boogie	63.0	1973.0
Hollywood Swinging	54.0	1973.0
What Is Hip?	52.0	1973.0
Keep Your Head to the Sky	46.0	1973.0
Higher Ground	4.0	1973.0
Don't Bring Me Down	70.0	1979.0
Just Got Paid - Single Version	48.0	1979.0
I Thought It Was You (with Herbie Hancock)	37.0	1979.0
Santa Claus Is Coming to Town	25.0	1979.0
Butterfly (with Herbie Hancock)	20.0	1979.0
Brick House	64.0	1977.0
Lust For Life	37.0	1977.0
Flash Light	12.0	1977.0
Tom Sawyer	73.0	1981.0
Give It To Me Baby	64.0	1981.0
SHADOW CITY	32.0	1981.0
Jolene	74.0	1974.0
Quimbara	60.0	1974.0
Ain't No Love In The Heart Of The City - Single Version	58.0	1974.0
Just Kissed My Baby	56.0	1974.0
Pick Up the Pieces	53.0	1974.0
I Can't Stand The Rain	41.0	1974.0
Standing on the Verge of Getting It On	38.0	1974.0
Nothing From Nothing	2.0	1974.0
Fire	1.0	1974.0
Tell Me Something Good	0.0	1974.0
Big Yellow Taxi	69.0	1970.0
Moondance - 2013 Remaster	69.0	1970.0
Rock & Roll - 2015 Remastered Full Length Version	61.0	1970.0
Didn't I (Blow Your Mind This Time)	59.0	1970.0
Express Yourself	59.0	1970.0
Thank You (Falettinme Be Mice Elf Agin) - single master	54.0	1970.0
Them Changes	0.0	1970.0
More Than a Feeling	78.0	1976.0
American Girl	73.0	1976.0
Play That Funky Music	67.0	1976.0
Sunny	64.0	1976.0
Misty Blue	51.0	1976.0
Car Wash	50.0	1976.0
Get The Funk Out Ma Face	49.0	1976.0
The Rubberband Man	47.0	1976.0
Muskrat Love	0.0	1976.0
I Wanna Dance with Somebody (Who Loves Me)	80.0	1987.0
Didn't We Almost Have It All	63.0	1987.0
Always	59.0	1987.0
Sign 'O' the Times	54.0	1987.0
Criticize	53.0	1987.0
Make It Last Forever (with Jacci McGhee)	53.0	1987.0
Rock Steady	53.0	1987.0
The Way You Make Me Feel - 2012 Remaster	51.0	1987.0
Right and a Wrong Way	49.0	1987.0
Two Occasions	49.0	1987.0
Blame It on the Boogie	69.0	1978.0
Grease - 2007 Remaster	63.0	1978.0
Y.M.C.A.	61.0	1978.0
Shake Your Body (Down to the Ground)	50.0	1978.0
Shake Your Groove Thing	10.0	1978.0
Son Of A Preacher Man	71.0	1969.0
California Soul	62.0	1969.0
It's Your Thing	59.0	1969.0
Cissy Strut	57.0	1969.0
Run Rudolph Run - Single Version	79.0	1986.0
Sweet Love	61.0	1986.0
On My Own	51.0	1986.0
As We Lay	45.0	1986.0
君は1000%	45.0	1986.0
What Have You Done For Me Lately	44.0	1986.0
Someone	42.0	1986.0
Come Share My Love	40.0	1986.0
I'm for Real	39.0	1986.0
Facts of Love	33.0	1986.0
You Make My Dreams	77.0	1980.0
I'm Coming Out	66.0	1980.0
Upside Down	65.0	1980.0
Take Your Time (Do It Right)	58.0	1980.0
Never Alone	0.0	1980.0
Let's Dance - 2002 Remaster	65.0	1983.0
Summer Suspicion	40.0	1983.0
Midnight Pretenders	39.0	1983.0
I'm in Love	38.0	1983.0
Midnight Down Town	37.0	1983.0
ひと夏のタペストリー	30.0	1983.0
Body to Body	23.0	1983.0
How Will I Know	69.0	1985.0
Rhythm Of The Night	64.0	1985.0
Saving All My Love for You	63.0	1985.0
You Are My Lady	53.0	1985.0
Tender Love	52.0	1985.0
Oh Sheila	51.0	1985.0
You Give Good Love	50.0	1985.0
Dear Breeze	45.0	1985.0
Jezebel	39.0	1985.0
Futari No Natsu Monogatari Never Ending Summer	35.0	1985.0
Back To Life	59.0	1989.0
All I Do Is Think of You	55.0	1989.0
Ready Or Not	53.0	1989.0
Escapade	52.0	1989.0
Rhythm Nation	50.0	1989.0
Something in My Heart	50.0	1989.0
Don't Wanna Fall in Love	49.0	1989.0
Whip Appeal - 12-inch Version	47.0	1989.0
On Our Own	46.0	1989.0
Miss You Much	45.5	1989.0
December, 1963 (Oh What a Night!)	70.0	1975.0
Give Up The Funk (Tear The Roof Off The Sucker)	61.0	1975.0
Shining Star	61.0	1975.0
Fooled Around And Fell In Love	60.0	1975.0
Low Rider	59.0	1975.0
I Got The... - 2006 Remaster	53.0	1975.0
At Seventeen	5.0	1975.0
Love Rollercoaster	4.0	1975.0
Build Me Up Buttercup	72.0	1968.0
Back Door Santa	48.0	1968.0
Ain't No Sunshine	76.0	1971.0
Hard Times	50.0	1971.0
Without You - Remastered	13.0	1971.0
Tumbling Dice	60.0	1972.0
Clean up Woman	58.0	1972.0
Pusherman	55.0	1972.0
Superfly	54.0	1972.0
Metal Guru	36.0	1972.0
(Your Love Keeps Lifting Me) Higher & Higher	67.0	1967.0
Can't Take My Eyes off You	65.0	1967.0
Someday At Christmas	59.0	1967.0
I Never Loved a Man (The Way I Love You)	54.0	1967.0
Don't Make the Good Girls Go Bad	24.0	1967.0
When a Man Loves a Woman	66.0	1966.0
Land of 1000 Dances	61.0	1966.0
You Can't Hurry Love	13.0	1966.0
Like a Rolling Stone	71.0	1965.0
Que Bueno Baila Usted	40.0	1965.0
People Get Ready	11.0	1965.0
Winter Wonderland	45.0	1964.0
Christmas (Baby Please Come Home)	73.0	1963.0
Green Onions	64.0	1962.0
Mess Around	59.0	1957.0
Paloma Negra	47.0	1961.0
At Last - Single Version	20.0	1960.0
(What A) Wonderful World - Remastered	13.0	1960.0
Jingle Bells	11.0	1960.0
Blinding Lights	98.0	2019.0
Memories	98.0	2019.0
