Artist	Popularity	Year
Bruno Mars	82.0	2016.0
EDEN	76.0	2016.0
James Arthur	73.66666666666667	2016.0
Kanye West	73.5	2016.0
The 1975	73.0	2016.0
Sleeping At Last	72.0	2016.0
The Weeknd	72.0	2016.0
Labrinth	79.0	2014.0
A Great Big World	78.0	2014.0
Birdy	75.0	2014.0
G-Eazy	74.0	2014.0
J. Cole	71.5	2014.0
Beyoncé	71.0	2014.0
Omarion	70.0	2014.0
Taylor Swift	68.0	2014.0
ODESZA	67.0	2014.0
Tinashe	67.0	2014.0
Tame Impala	75.0	2012.0
Michael Schulte	71.0	2012.0
Labrinth	69.0	2012.0
Emeli Sandé	68.0	2012.0
Frank Ocean	65.18181818181819	2012.0
The Civil Wars	64.0	2012.0
John Legend	63.0	2012.0
Mac DeMarco	63.0	2012.0
Rihanna	62.0	2012.0
The Weeknd	60.1	2012.0
WILLOW	78.0	2015.0
Bryson Tiller	77.0	2015.0
Justin Bieber	77.0	2015.0
Mac Miller	77.0	2015.0
Petit Biscuit	77.0	2015.0
Ruth B.	76.0	2015.0
Tame Impala	75.0	2015.0
Demi Lovato	74.0	2015.0
Fall Out Boy	73.0	2015.0
Mike Stud	73.0	2015.0
John Legend	85.0	2013.0
Lorde	78.0	2013.0
Robin Thicke	76.0	2013.0
Lana Del Rey	73.0	2013.0
Unknown Mortal Orchestra	68.0	2013.0
Earl Sweatshirt	67.0	2013.0
Sevyn Streeter	66.0	2013.0
Blood Orange	63.0	2013.0
Vampire Weekend	62.0	2013.0
CHVRCHES	61.0	2013.0
M83	71.0	2011.0
Bon Iver	70.0	2011.0
Frank Ocean	68.0	2011.0
Drake	66.25	2011.0
Tyler, The Creator	64.0	2011.0
Lykke Li	62.0	2011.0
Adele	61.0	2011.0
Hugo	61.0	2011.0
Amy Winehouse	60.0	2011.0
Kelly Rowland	60.0	2011.0
Bruno Mars	80.0	2010.0
Kanye West	75.0	2010.0
Ludacris	65.0	2010.0
Arcade Fire	63.0	2010.0
Robyn	61.0	2010.0
Nicolas Jaar	59.0	2010.0
Rihanna	59.0	2010.0
Ariel Pink	57.0	2010.0
Deerhunter	56.0	2010.0
Sleigh Bells	56.0	2010.0
T.I.	74.0	2008.0
Lil Wayne	73.0	2008.0
Beyoncé	72.5	2008.0
James Morrison	70.0	2008.0
Ice Cube	60.0	2008.0
Atmosphere	56.0	2008.0
DAY26	54.0	2008.0
Town Mountain	52.0	2008.0
Maxi Priest	48.0	2008.0
Luther Ingram	47.0	2008.0
Justin Bieber	95.0	2020.0
Future	93.0	2020.0
Mac Miller	87.0	2020.0
Khalid	83.0	2020.0
J Balvin	82.0	2020.0
Nicky Jam	82.0	2020.0
Selena Gomez	81.0	2020.0
Lil Tjay	79.0	2020.0
Shakira	79.0	2020.0
Halsey	78.0	2020.0
Colbie Caillat	71.0	2007.0
Mario	69.0	2007.0
J. Holiday	67.0	2007.0
Amy Winehouse	65.0	2007.0
Trey Songz	62.0	2007.0
R. Kelly	60.0	2007.0
Alicia Keys	57.0	2007.0
Marvin Sapp	55.0	2007.0
T-Pain	54.0	2007.0
Flying Lotus	51.0	2007.0
Whitney Houston	67.0	1998.0
Faith Evans	63.0	1998.0
Brandy	61.6	1998.0
OutKast	60.0	1998.0
Tyrese	55.333333333333336	1998.0
TQ	53.0	1998.0
Xscape	51.0	1998.0
112	46.0	1998.0
Monifah	46.0	1998.0
Club Nouveau	45.0	1998.0
Fugees	74.0	1996.0
Mark Morrison	72.0	1996.0
2Pac	62.0	1996.0
Total	61.0	1996.0
112	60.0	1996.0
Neneh Cherry	58.0	1996.0
Blackstreet	57.0	1996.0
Chaka Khan	55.0	1996.0
The Tony Rich Project	53.0	1996.0
Mint Condition	51.0	1996.0
TLC	79.0	1999.0
Destiny's Child	72.25	1999.0
Brian McKnight	71.0	1999.0
Macy Gray	71.0	1999.0
Santana	66.0	1999.0
Aaliyah	59.0	1999.0
Q-Tip	59.0	1999.0
Donell Jones	57.333333333333336	1999.0
Case	57.0	1999.0
Mos Def	55.0	1999.0
Mariah Carey	67.0	2009.0
Keri Hilson	65.0	2009.0
Bahamas	63.0	2009.0
Norah Jones	59.0	2009.0
The Jackson 5	57.0	2009.0
Noisettes	56.0	2009.0
Mumford & Sons	54.0	2009.0
Mayer Hawthorne	51.0	2009.0
Lee Fields & The Expressions	50.0	2009.0
Maxwell	49.0	2009.0
Snoop Dogg	71.0	1993.0
Tina Turner	66.0	1993.0
Wu-Tang Clan	66.0	1993.0
Brownstone	62.0	1993.0
Mariah Carey	57.0	1993.0
Minnie Riperton	57.0	1993.0
Janet Jackson	53.75	1993.0
Mint Condition	53.0	1993.0
Xscape	51.0	1993.0
Boyz II Men	50.5	1993.0
Mariah Carey	70.66666666666667	1995.0
Stephanie Mills	62.0	1995.0
Smif-N-Wessun	58.0	1995.0
Adina Howard	56.0	1995.0
Soul For Real	55.5	1995.0
Xscape	55.0	1995.0
Groove Theory	54.0	1995.0
Brandy	51.0	1995.0
Michael Jackson	51.0	1995.0
Monica	46.5	1995.0
Shanice	59.0	1991.0
Marky Mark And The Funky Bunch	57.0	1991.0
Mint Condition	57.0	1991.0
Christopher Williams	55.0	1991.0
James Brown	53.333333333333336	1991.0
Mariah Carey	48.0	1991.0
Keith Washington	45.0	1991.0
New Edition	44.0	1991.0
Guy	35.0	1991.0
Troop	34.0	1991.0
OutKast	77.0	2000.0
Toni Braxton	65.0	2000.0
Joe	61.0	2000.0
Beenie Man	53.0	2000.0
Mýa	53.0	2000.0
Aaron Neville	52.0	2000.0
Celia Cruz	51.0	2000.0
Snoop Dogg	51.0	2000.0
Carl Thomas	50.57142857142857	2000.0
Bow Wow	47.0	2000.0
Mariah Carey	90.0	1994.0
Sade	66.0	1994.0
Boyz II Men	63.0	1994.0
TLC	62.4	1994.0
Nas	60.0	1994.0
King Floyd	59.0	1994.0
Common	56.0	1994.0
Da Brat	54.0	1994.0
Warren G	51.0	1994.0
Brandy	44.666666666666664	1994.0
Ice Cube	74.0	1992.0
Kris Kross	66.0	1992.0
Pete Rock & C.L. Smooth	60.0	1992.0
En Vogue	53.666666666666664	1992.0
Jade	50.0	1992.0
Charles Brown	46.0	1992.0
SWV	45.75	1992.0
Silk	42.5	1992.0
Shai	39.25	1992.0
Babyface	39.0	1992.0
The Notorious B.I.G.	72.0	1997.0
K-Ci & JoJo	70.0	1997.0
Will Smith	70.0	1997.0
Buena Vista Social Club	67.0	1997.0
Usher	64.33333333333333	1997.0
Wu-Tang Clan	63.0	1997.0
Common	60.0	1997.0
En Vogue	60.0	1997.0
Jon B.	60.0	1997.0
Janet Jackson	59.0	1997.0
Fat Joe	72.0	2001.0
Mary J. Blige	70.0	2001.0
Missy Elliott	70.0	2001.0
Jagged Edge	67.0	2001.0
Eve	66.5	2001.0
Craig David	62.5	2001.0
Blu Cantrell	60.0	2001.0
Celia Cruz	55.0	2001.0
Tevin Campbell	53.0	2001.0
Usher	52.666666666666664	2001.0
John Mayer	74.0	2006.0
Cassie	72.0	2006.0
Akon	70.0	2006.0
Fantasia	68.0	2006.0
Bow Wow	63.0	2006.0
Omarion	63.0	2006.0
Corinne Bailey Rae	62.0	2006.0
Cat Power	60.0	2006.0
Damien Rice	60.0	2006.0
Estrella Morente	51.0	2006.0
Missy Elliott	70.0	2002.0
Ashanti	66.0	2002.0
Nivea	64.0	2002.0
Mario	62.0	2002.0
Busta Rhymes	61.0	2002.0
Cam’ron	61.0	2002.0
Tweet	60.0	2002.0
Tyrese	60.0	2002.0
Sean Paul	59.5	2002.0
Brandy	57.0	2002.0
50 Cent	71.33333333333333	2003.0
Alicia Keys	69.5	2003.0
John Mayer	68.0	2003.0
Monica	67.0	2003.0
Beyoncé	66.0	2003.0
Damien Rice	63.5	2003.0
Chingy	62.666666666666664	2003.0
Fabolous	62.0	2003.0
Juvenile	62.0	2003.0
Ginuwine	61.0	2003.0
Michael Bublé	70.0	2005.0
Keyshia Cole	68.0	2005.0
Bobby V.	67.0	2005.0
T-Pain	67.0	2005.0
Pretty Ricky	66.0	2005.0
The Pussycat Dolls	66.0	2005.0
Diddy	64.0	2005.0
Amerie	59.0	2005.0
112	57.0	2005.0
Amos Lee	53.0	2005.0
Donny Hathaway	75.0	1990.0
MC Hammer	71.0	1990.0
New Kids On The Block	61.0	1990.0
En Vogue	58.0	1990.0
Tony! Toni! Toné!	58.0	1990.0
Rob Base & DJ EZ Rock	56.0	1990.0
Black Box	52.0	1990.0
Whitney Houston	49.5	1990.0
Tony Terry	49.0	1990.0
Tracie Spencer	47.0	1990.0
Mario	72.66666666666667	2004.0
Ciara	71.0	2004.0
Gwen Stefani	69.0	2004.0
Diddy	68.33333333333333	2004.0
B2K	65.0	2004.0
Ray LaMontagne	65.0	2004.0
Destiny's Child	62.0	2004.0
MF DOOM	60.0	2004.0
Wu-Tang Clan	60.0	2004.0
Nelly	59.0	2004.0
Sade	56.0	1988.0
New Kids On The Block	54.0	1988.0
Surface	50.0	1988.0
Paula Abdul	48.0	1988.0
Karyn White	45.0	1988.0
New Edition	43.2	1988.0
Al B. Sure!	41.8	1988.0
Guy	37.0	1988.0
Kid 'N Play	36.5	1988.0
The Boys	35.0	1988.0
Sade	61.0	1984.0
Prince	60.0	1984.0
Minutemen	53.0	1984.0
Kiyotaka Sugiyama	40.0	1984.0
John Hartford	29.0	1984.0
オメガトライブ	29.0	1984.0
Prince	58.5	1982.0
Jeffrey Osborne	57.0	1982.0
The Gap Band	56.0	1982.0
George Clinton	51.0	1982.0
Kool & The Gang	58.5	1973.0
Tower Of Power	52.0	1973.0
Earth, Wind & Fire	46.0	1973.0
Stevie Wonder	4.0	1973.0
Electric Light Orchestra	70.0	1979.0
Johnny Kemp	48.0	1979.0
Kimiko Kasai	28.5	1979.0
The Whispers	25.0	1979.0
Commodores	64.0	1977.0
Iggy Pop	37.0	1977.0
Parliament	12.0	1977.0
Rush	73.0	1981.0
Rick James	64.0	1981.0
Akira Terao	32.0	1981.0
Dolly Parton	74.0	1974.0
Johnny Pacheco	60.0	1974.0
"Bobby ""Blue"" Bland"	58.0	1974.0
The Meters	56.0	1974.0
Average White Band	53.0	1974.0
Ann Peebles	41.0	1974.0
Funkadelic	38.0	1974.0
Billy Preston	2.0	1974.0
Ohio Players	1.0	1974.0
Rufus & Chaka Khan	0.0	1974.0
Joni Mitchell	69.0	1970.0
Van Morrison	69.0	1970.0
The Velvet Underground	61.0	1970.0
Charles Wright & The Watts 103rd Street Rhythm Band	59.0	1970.0
The Delfonics	59.0	1970.0
Sly & The Family Stone	54.0	1970.0
Buddy Miles	0.0	1970.0
Boston	78.0	1976.0
Tom Petty and the Heartbreakers	73.0	1976.0
Wild Cherry	67.0	1976.0
Boney M.	64.0	1976.0
Dorothy Moore	51.0	1976.0
Rose Royce	50.0	1976.0
The Brothers Johnson	49.0	1976.0
The Spinners	47.0	1976.0
Captain & Tennille	0.0	1976.0
Whitney Houston	62.0	1987.0
Atlantic Starr	59.0	1987.0
Alexander O'Neal	53.0	1987.0
The Whispers	53.0	1987.0
Prince	50.333333333333336	1987.0
The Deele	49.0	1987.0
The Five Satins	48.0	1987.0
Michael Jackson	46.5	1987.0
Keith Sweat	42.5	1987.0
Pebbles	40.0	1987.0
Frankie Valli	63.0	1978.0
Village People	61.0	1978.0
The Jacksons	59.5	1978.0
Peaches & Herb	10.0	1978.0
Dusty Springfield	71.0	1969.0
Marlena Shaw	62.0	1969.0
The Isley Brothers	59.0	1969.0
The Meters	57.0	1969.0
Chuck Berry	79.0	1986.0
Anita Baker	61.0	1986.0
Patti LaBelle	51.0	1986.0
Shirley Murdock	45.0	1986.0
El DeBarge	42.0	1986.0
Miki Howard	40.0	1986.0
Howard Hewett	39.0	1986.0
1986 Omega Tribe	37.0	1986.0
Janet Jackson	26.0	1986.0
Jeff Lorber	22.0	1986.0
Daryl Hall & John Oates	77.0	1980.0
Diana Ross	65.5	1980.0
The S.O.S Band	58.0	1980.0
The High School of Music & Art	0.0	1980.0
David Bowie	65.0	1983.0
オメガトライブ	38.5	1983.0
Tomoko Aran	32.5	1983.0
DeBarge	64.0	1985.0
Whitney Houston	60.666666666666664	1985.0
Freddie Jackson	53.0	1985.0
Force M.D.'s	52.0	1985.0
Ready For The World	51.0	1985.0
オメガトライブ	38.333333333333336	1985.0
Sade	36.0	1985.0
Masayoshi Takanaka	24.0	1985.0
Soul II Soul	59.0	1989.0
Michel'le	50.0	1989.0
Jane Child	49.0	1989.0
After 7	45.5	1989.0
Full Force	40.0	1989.0
Janet Jackson	39.916666666666664	1989.0
Babyface	39.5	1989.0
Bobby Brown	39.0	1989.0
Troop	35.5	1989.0
Big Daddy Kane	33.0	1989.0
Frankie Valli & The Four Seasons	70.0	1975.0
Earth, Wind & Fire	61.0	1975.0
Parliament	61.0	1975.0
Elvin Bishop	60.0	1975.0
War	59.0	1975.0
Labi Siffre	53.0	1975.0
Janis Ian	5.0	1975.0
Ohio Players	4.0	1975.0
The Foundations	72.0	1968.0
Clarence Carter	48.0	1968.0
Bill Withers	76.0	1971.0
Baby Huey & The Baby Sitters	50.0	1971.0
Harry Nilsson	13.0	1971.0
The Rolling Stones	60.0	1972.0
Betty Wright	58.0	1972.0
Curtis Mayfield	54.5	1972.0
T. Rex	36.0	1972.0
Jackie Wilson	67.0	1967.0
Frankie Valli	65.0	1967.0
Stevie Wonder	59.0	1967.0
Aretha Franklin	54.0	1967.0
Della Humphrey	24.0	1967.0
Percy Sledge	66.0	1966.0
Wilson Pickett	61.0	1966.0
The Supremes	13.0	1966.0
Bob Dylan	71.0	1965.0
Beny Moré	40.0	1965.0
The Impressions	11.0	1965.0
Aretha Franklin	45.0	1964.0
Darlene Love	73.0	1963.0
Booker T. & the M.G.'s	64.0	1962.0
Ray Charles	59.0	1957.0
Chavela Vargas	47.0	1961.0
Etta James	20.0	1960.0
Sam Cooke	13.0	1960.0
Ella Fitzgerald	11.0	1960.0
KAROL G	98.0	2019.0
Billie Eilish	96.0	2019.0
The Weeknd	95.5	2019.0
blackbear	94.0	2019.0
Anuel AA	93.0	2019.0
Bad Bunny	93.0	2019.0
DaBaby	93.0	2019.0
Selena Gomez	93.0	2019.0
Don Toliver	92.0	2019.0
Juice WRLD	92.0	2019.0
Trevor Daniel	97.0	2018.0
Juice WRLD	92.0	2018.0
Drake	86.0	2018.0
Pedro Capó	86.0	2018.0
Anne-Marie	83.0	2018.0
Dayvi	83.0	2018.0
Zedd	82.0	2018.0
Mark Ronson	79.0	2018.0
benny blanco	79.0	2018.0
Alan Walker	78.0	2018.0
Lauv	83.0	2017.0
Shawn Mendes	82.5	2017.0
Selena Gomez	77.5	2017.0
Hailee Steinfeld	76.0	2017.0
Justin Bieber	76.0	2017.0
Little Mix	72.0	2017.0
Meghan Trainor	72.0	2017.0
Axwell /\ Ingrosso	71.0	2017.0
Calvin Harris	70.0	2017.0
Lady Gaga	70.0	2017.0
Twenty One Pilots	81.0	2016.0
Lukas Graham	79.0	2016.0
Kungs	78.0	2016.0
Clean Bandit	77.0	2016.0
Bruno Mars	76.0	2016.0
Drake	76.0	2016.0
Coldplay	71.0	2016.0
DNCE	70.0	2016.0
Fifth Harmony	70.0	2016.0
James Arthur	69.5	2016.0
Aaron Smith	84.0	2014.0
Ed Sheeran	83.5	2014.0
Alex & Sierra	79.0	2014.0
George Ezra	76.0	2014.0
Hozier	76.0	2014.0
Sia	75.5	2014.0
Ariana Grande	74.0	2014.0
Taylor Swift	69.33333333333333	2014.0
Nicky Jam	68.0	2014.0
Tove Lo	67.0	2014.0
Imagine Dragons	78.0	2012.0
Carly Rae Jepsen	76.0	2012.0
Pitbull	76.0	2012.0
Macklemore & Ryan Lewis	75.5	2012.0
Alicia Keys	75.0	2012.0
fun.	75.0	2012.0
Nicki Minaj	73.0	2012.0
Justin Bieber	72.0	2012.0
Swedish House Mafia	70.83333333333333	2012.0
Flo Rida	69.66666666666667	2012.0
Twenty One Pilots	82.0	2015.0
Justin Bieber	80.66666666666667	2015.0
Little Mix	77.0	2015.0
Joel Adams	76.0	2015.0
OMI	76.0	2015.0
Fifth Harmony	74.0	2015.0
Adele	71.0	2015.0
Charlie Puth	70.0	2015.0
Meghan Trainor	69.0	2015.0
Alessia Cara	68.5	2015.0
John Legend	85.0	2013.0
Justin Timberlake	77.0	2013.0
Miley Cyrus	76.0	2013.0
Katy Perry	75.33333333333333	2013.0
Kanye West	75.0	2013.0
DJ Snake	72.0	2013.0
Selena Gomez	69.0	2013.0
Fall Out Boy	68.0	2013.0
Jason Derulo	67.0	2013.0
Little Mix	67.0	2013.0
Gotye	77.0	2011.0
Eiffel 65	73.0	2011.0
Kelly Clarkson	73.0	2011.0
Lykke Li	72.0	2011.0
Pitbull	71.5	2011.0
Swedish House Mafia	67.0	2011.0
Demi Lovato	66.0	2011.0
Meek Mill	65.0	2011.0
Florence + The Machine	64.0	2011.0
Flo Rida	59.0	2011.0
Eminem	82.0	2010.0
Bruno Mars	75.0	2010.0
Taio Cruz	74.0	2010.0
Lady Antebellum	73.0	2010.0
Rihanna	72.0	2010.0
Usher	72.0	2010.0
B.o.B	68.0	2010.0
CeeLo Green	64.0	2010.0
DJ Khaled	62.0	2010.0
Swedish House Mafia	53.5	2010.0
Eric Prydz	65.0	2008.0
Rihanna	61.5	2008.0
Caravan Palace	51.0	2008.0
Mark Knight	51.0	2008.0
Chicane	44.0	2008.0
Lady Gaga	42.0	2008.0
Remady	41.0	2008.0
Katy Perry	37.0	2008.0
Big Ali	31.0	2008.0
David Guetta	24.0	2008.0
Justin Bieber	95.0	2020.0
Future	93.0	2020.0
Mac Miller	87.0	2020.0
Selena Gomez	84.0	2020.0
Khalid	83.0	2020.0
Shakira	79.0	2020.0
Halsey	78.0	2020.0
Robin Schulz	74.0	2020.0
Alicia Keys	73.0	2020.0
Sam Feldt	70.0	2020.0
Alicia Keys	79.0	2007.0
Leona Lewis	73.5	2007.0
Godsmack	52.0	2007.0
Kormac	39.0	2007.0
David Guetta	22.25	2007.0
Heiko & Maiko	21.0	2007.0
Erick Decks	18.0	2007.0
Avril Lavigne	11.0	2007.0
Klaas	8.0	2007.0
The Shapeshifters	6.0	2007.0
Soulsearcher	52.0	1998.0
LL Cool J	42.0	1996.0
Darude	57.0	1999.0
Mr. Scruff	47.5	1999.0
Paloma Faith	58.0	2009.0
Gramatik	55.0	2009.0
Medina	47.0	2009.0
[dunkelbunt]	47.0	2009.0
Nekta	44.0	2009.0
Benny Berigan	41.0	2009.0
The Black Eyed Peas	41.0	2009.0
Lady Gaga	38.333333333333336	2009.0
Mark Knight	35.0	2009.0
Timeless Legend	32.0	2009.0
Skip Mahoney	31.0	1993.0
general base	33.0	1995.0
Cuba Trinidad	15.0	1991.0
*NSYNC	71.0	2000.0
Cypress Hill	60.0	2000.0
Moodymann	48.0	2000.0
Barcode Brothers	46.0	2000.0
Gino Soccio	33.0	1994.0
Daft Punk	74.0	2001.0
Groove Armada	61.0	2001.0
The Ones	0.0	2001.0
Ne-Yo	77.0	2006.0
Fish Go Deep	49.0	2006.0
Akcent	40.0	2006.0
The Egg	39.0	2006.0
Chris Lake	33.0	2006.0
The Shapeshifters	29.0	2006.0
X Dream	12.0	2006.0
Mylo	7.0	2006.0
Klaas	5.0	2006.0
Bill Conti	4.0	2006.0
Eminem	83.0	2002.0
Gabin	48.0	2002.0
Oscar G & Ralph Falcon	34.0	2002.0
DJs@Work	25.0	2002.0
Linkin Park	69.0	2003.0
Daft Punk	52.0	2003.0
Eric Prydz	31.0	2003.0
David Guetta	0.0	2003.0
Salif Keita	0.0	2003.0
DR. KUCHO!	57.0	2005.0
Fort Minor	51.0	2005.0
The Pussycat Dolls	38.0	2005.0
Axwell	37.5	2005.0
Aston Martinez	5.0	2005.0
TEC	1.0	2005.0
Velvet	0.0	2005.0
Time Bandits	35.0	1990.0
Trick Daddy	65.0	2004.0
The Underdog Project	52.0	2004.0
David Guetta	24.0	2004.0
Gwen McCrae	56.0	1982.0
Imagination	31.0	1982.0
Gino Soccio	50.0	1979.0
Donna Summer	5.0	1979.0
Sylvester	0.0	1977.0
Luther Vandross	69.0	1981.0
Goody Goody	41.0	1978.0
Chain Reaction	29.0	1980.0
Aretha Franklin	2.0	1983.0
